time,x,y,z,vx,vy,vz,mass,lam0,lam1,lam2,lam3,lam4,lam5,lam6,bundle_index
0.0,187.6076494329482,-105.84175108493514,4.091479068741958,0.1655465102613994,0.2924705614693066,-0.0028140581297702236,0.8871574755011494,0.03175083795811031,1.036146205763262,-0.4601810902558118,0.035600004181522656,1.7418767822262442,-0.28603399979723254,-2.8127340850849767,32
18.963568699422467,190.60828769177442,-100.21648276070285,4.035028958709807,0.1556219287195273,0.29817309553600463,-0.0030372768359020652,0.8868038874489013,0.03157362823790281,1.0635154307671044,-0.4751356576441067,0.03560250783749979,1.7418816199747182,-0.2793961384989478,-2.806546373187188,32
37.927137398844934,193.41790635318705,-94.48693222375286,3.974377978340443,0.1455290507870314,0.3035823109173905,-0.003257406482465727,0.8864502993966531,0.031398855022725956,1.090795126751979,-0.48899483936856347,0.03560472268342955,1.7418862466812326,-0.27310815294636365,-2.800366444787691,32
56.8907060982674,196.03345814866336,-88.6587865248057,3.9095885339549383,0.13527359475801118,0.3086940294524343,-0.0034742979910102013,0.8860967113444049,0.031226437493440416,1.1179700037472593,-0.5017874692443967,0.0356066651294719,1.7418906471819668,-0.26716021680028473,-2.7941939952386248,32
75.8542747976935,198.45201033703393,-82.73780545635013,3.8407259240954086,0.12486134233529281,0.31350397336390845,-0.003687800201126878,0.8857431232921567,0.03105629451712345,1.1450259445277182,-0.5135411570268115,0.03560835185349589,1.7418948068707807,-0.2615428411711439,-2.788028751697352,32
94.81784349711597,200.67074523168225,-76.72982370732953,3.7678583437296576,0.11429815759236778,0.31800776356901195,-0.0038977596075896737,0.8853895352399085,0.030888344647069053,1.1719500046135074,-0.5242822884109943,0.03560979980107967,1.7418987116992124,-0.2562468746190066,-2.7818704731264616,32
113.78141219653844,202.686961201504,-70.64075304090241,3.6910568956491026,0.10359000612604048,0.32220091912779814,-0.004104020107262899,0.8850359471876603,0.03072250612278775,1.1987304122701885,-0.534036025032127,0.035611026185510486,1.74190234817648,-0.2512635031535642,-2.7757189502937627,32
132.74498089596455,204.49807413904742,-64.47658445288336,3.610395608659401,0.09274297437273618,0.3260788578432124,-0.004306422756496103,0.884682359135412,0.03055869687000669,1.2253565685087169,-0.5428263044653786,0.03561204848778468,1.7419057033694811,-0.24658425023413794,-2.7695740057722884,32
151.708549595387,206.1016193860305,-58.24339026997141,3.5259514621427526,0.08176328906028452,0.32963689802875895,-0.004504805539793502,0.8843287710831639,0.03039683450066976,1.251819047085427,-0.5506758402259014,0.03561288445660771,1.7419087649027927,-0.2422009767696808,-2.763435493940298,32
170.67211829480948,207.4952541033992,-51.94732614864273,3.437804416557091,0.07065733676558993,0.3328702614619338,-0.004699003150617954,0.8839751830309157,0.030236836312937367,1.2781095945020624,-0.5576061217688415,0.03561355210839409,1.7419115209586704,-0.23810588111877254,-2.757303300981271,32
189.63568699423558,208.6767600702656,-45.59463293760613,3.346037449430158,0.059431683546935996,0.33577407754354927,-0.004888846785265972,0.8836215949786674,0.03007861929118656,1.3042211300057618,-0.5636374144893318,0.03561406972726749,1.7419139602770504,-0.23429149908962246,-2.751177344883912,32
208.59925569365805,209.64404689349087,-39.19163836887719,3.2507365964040984,0.04809309461757512,0.33834338868499786,-0.00507416395083407,0.8832680069264193,0.029922100106011096,1.3301477455890418,-0.5687887597224907,0.03561445586506063,1.7419160721555473,-0.23075070394007133,-2.7450575754421505,32
227.56282439308052,210.39506551155637,-32.74527813228285,3.1520056010034097,0.03664952634362247,0.3405730668780622,-0.005254763239263217,0.882914418874171,0.029767160923228807,1.3558874960701388,-0.5730958422796298,0.03561472435258503,1.7419178494484797,-0.22747218826758345,-2.7389439812875973,32
246.52639309250299,210.92795389828555,-26.26274314014845,3.0499570311712887,0.025109484833240863,0.34245800899301804,-0.005430448391584183,0.8825608308219228,0.029613666093648374,1.3814425808621493,-0.5765996560170182,0.035614887559883554,1.7419192863855646,-0.22444329896803086,-2.7328366179815284,32
265.4899617919291,211.2411915200337,-19.75028039913115,2.944678112661045,0.013479804424911512,0.3439932662114043,-0.005601050399348046,0.8822072427696745,0.029461544789859632,1.4068109790701784,-0.5793051509250062,0.0356149679093849,1.7419203723570222,-0.22166059089876353,-2.7267355714583377,32
284.45353049135156,211.33335058488126,-13.214238972226484,2.8362593328499868,0.001767622232863898,0.34517376088230856,-0.005766393768567005,0.8818536547174264,0.029310728331754382,1.4319898354948482,-0.5812164771896512,0.035614987960594834,1.7419210983472038,-0.2191209801702781,-2.7206409420585143,32
303.417099190774,211.20310373317903,-6.661093061258121,2.7247951723507913,-0.010019562784205127,0.3459943037851371,-0.005926296162362572,0.8815000666651782,0.029161149065451385,1.4569755384705578,-0.5823375915930885,0.03561497024012863,1.7419214570400476,-0.21682159126169293,-2.7145528445183538,32
322.38066789020013,210.84923609345503,-0.09744620101132101,2.6103843250279866,-0.02187386510624745,0.3464496172901793,-0.006080568631131391,0.88114647861293,0.029012740363296454,1.481763719865468,-0.5826722575135289,0.035614937241711074,1.7419214428190777,-0.21475975702075023,-2.708471407969961,32
341.3442365896226,210.27065787591096,6.4699656988609195,2.493129897036354,-0.033786989093186455,0.3465343603286228,-0.006229015884642713,0.8807928905606818,0.02886543662386254,1.5063492550814872,-0.5822240449252605,0.03561491142617644,1.7419210517674053,-0.2129330186638167,-2.7023967759412546,32
