bundle,sigma,x,y,z,vx,vy,vz,mass,lam0,lam1,lam2,lam3,lam4,lam5,lam6,time
32,0,-232.0407868917,44.972163866357356,1.409118534806527,-0.07593455546099204,-0.33406106375134764,-0.0022952617178906938,1.0812356651795905,0.009500831680623762,0.8823072716388023,-0.23132158824343196,0.041442229165132655,1.7362278601077281,-0.306857642941471,-1.3196742821990588,18943.652187573414
32,0,-232.04852815168223,44.938853242866045,1.408890436360974,-0.07588576021775037,-0.3340710593953174,-0.0022955233966655054,1.081233804189842,0.009460255718791553,0.8667251048199678,-0.23261504607257266,0.04144289939175733,1.736226177171057,-0.30721353613834024,-1.3176575032682545,18943.55689325834
32,0,-232.056264554647,44.905541599917505,1.4086623116833727,-0.07583696397690336,-0.3340810478889164,-0.0022957850576490095,1.0812319432000932,0.009419714866105737,0.8511995802119359,-0.23430949735754636,0.041443995869052674,1.7362239549159293,-0.30746017600612463,-1.3156267843915779,18943.46159894327
32,0,-232.06399610048763,44.87222893822157,1.4084341607754398,-0.07578816673949784,-0.3340910292321295,-0.0022960467008370906,1.0812300822103444,0.00937920395453984,0.8357442071608718,-0.23640203097484164,0.04144559845826004,1.7362211451184046,-0.3075964949419861,-1.313582376749038,18943.366304628198
32,0,-232.07172278909798,44.838915258488235,1.4082059836388945,-0.07573936850658072,-0.3341010034249418,-0.0022963083262256346,1.0812282212205957,0.009338718068938706,0.8203722044584769,-0.23888940834999028,0.041447782332606646,1.7362177041703206,-0.30762157545982644,-1.3115245401987365,18943.271010313125
32,0,-232.07944462037162,44.80560056142757,1.4079777802754556,-0.07569056927919905,-0.3341109704673382,-0.0022965699338105224,1.0812263602308472,0.009298252547018519,0.805096500341997,-0.2417680634575648,0.041450617977305496,1.7362135930792926,-0.30753465019028753,-1.3094535432768697,18943.17571599805
32,0,-232.08716159420254,44.77228484774935,1.407749550686841,-0.07564176905839942,-0.33412093035930396,-0.002296831523587634,1.0812244992410984,0.009257802979366762,0.789929732494207,-0.24503410282118254,0.041454171189555446,1.7362087774687136,-0.3073351018807513,-1.307369663197726,18943.08042168298
32,0,-232.0948737104846,44.738968118163676,1.4075212948747708,-0.07559296784522887,-0.33413088310082445,-0.002297093095552845,1.0812226382513497,0.009217365209442236,0.7748842480434184,-0.24868330551350298,0.04145850307854118,1.7362032275777548,-0.3070224633953397,-1.3052731858536881,18942.98512736791
32,0,-232.10258096911184,44.70565037338055,1.407293012840966,-0.0755441656407342,-0.33414082869188527,-0.0022973546497020328,1.0812207772616012,0.00917693533357509,0.7599721035634892,-0.25271112315622674,0.0414636700654332,1.7361969182613644,-0.3065964177149148,-1.303164405815232,18942.889833052835
32,0,-232.11028336997845,44.67233161410987,1.4070647045871454,-0.07549536244596208,-0.3341507671324721,-0.0022976161860310674,1.0812189162718524,0.009136509700966767,0.7452050650738054,-0.2571126799200988,0.04146972388338785,1.7361898289902689,-0.3060567979370787,-1.3010436263309269,18942.794538737762
32,0,-232.11028336997845,44.67233161410987,1.4070647045871454,-0.07549536244596208,-0.3341507671324721,-0.0022976161860310674,1.0812189162718524,0.009096084913690032,0.7305946080392902,-0.26188277252490716,0.04147671157754727,1.7361819438509725,-0.3054035872761732,-1.298911159327435,18942.69924442269
32,0,-232.11798113117382,44.639011883015826,1.4068363697198727,-0.07544656817277004,-0.33416069698916057,-0.0022979120601022396,1.0812170552821037,0.009055657826688995,0.7161519173704127,-0.26701587023948,0.041484675505039474,1.7361732515457569,-0.3046369190632807,-1.296767325409513,18942.60395010762
32,0,-232.1256740351657,44.60569113892223,1.4066080052069934,-0.07539777294735155,-0.33417061968930467,-0.002298207885399591,1.0812151942923551,0.009015225547779062,0.7018878874231704,-0.2725061148816903,0.041493653334978266,1.7361637453926817,-0.3037570767462233,-1.29461245386001,18942.508655792546
32,0,-232.13336208185285,44.572369382539854,1.4063796110533198,-0.0753489767707515,-0.3341805352329042,-0.002298503661918512,1.0812133333026064,0.008974785437646966,0.6878131219991006,-0.2783473208184533,0.041503678048463284,1.7361534233255842,-0.3027644938895631,-1.2924468826398692,18942.413361477473
32,0,-232.14104527113417,44.5390466145794,1.4061511872636654,-0.0753001796440146,-0.3341904436199591,-0.002298799389654395,1.0812114723128576,0.008934335109850755,0.6739379343452757,-0.284532974965728,0.04151477793858001,1.7361422878940795,-0.3016597541746021,-1.2902709583881262,18942.3180671624
32,0,-232.1487236029085,44.5057228357518,1.4059227338428433,-0.07525138156818585,-0.3342003448504696,-0.0022990950686026307,1.081209611323109,0.008893872430819823,0.6602723471543127,-0.2910562367885123,0.04152697661039974,1.7361303462635607,-0.3004435913993831,-1.2880850364219116,18942.222772847326
32,0,-232.15639707707516,44.472398046767665,1.4056942507956676,-0.07520258254430977,-0.33421023892443597,-0.002299390698758615,1.0812077503333604,0.008853395519854855,0.646826092564358,-0.2979099383008504,0.04154029298097959,1.7361176102151978,-0.29911688947868803,-1.2858894807364483,18942.127478532257
32,0,-232.16406569353296,44.43907224833799,1.405465738126953,-0.07515378257343143,-0.33422012584185845,-0.002299686280117741,1.0812058893436116,0.008812902749127863,0.6336086121590949,-0.30508658406582956,0.04155474127936253,1.7361040961459397,-0.29768068244403895,-1.2836846640050523,18942.032184217183
32,0,-232.1717294521816,44.40574544117355,1.4052371958415149,-0.07510498165659545,-0.3342300056027377,-0.0022999818126754035,1.081204028353863,0.0087723927436822,0.6206290569677518,-0.3125783511955753,0.041570331046577334,1.7360898250685124,-0.29613615444369884,-1.2814709675791345,18941.93688990211
32,0,-232.17938835292023,44.37241762598504,1.405008623944168,-0.07505617979484638,-0.33423987820707435,-0.0023002772964270026,1.0812021673641143,0.008731864381432515,0.6078962874650866,-0.32037708935125986,0.04158706713563861,1.7360748226114193,-0.29448463974266975,-1.2792487814881977,18941.841595587037
32,0,-232.18704239564838,44.33908880348329,1.404780022439728,-0.07500737698922894,-0.33424974365486937,-0.0023005727313679353,1.0812003063743656,0.00869131679316478,0.5954188735713943,-0.3284743207430988,0.0416049497115468,1.7360591190189423,-0.2927276227226938,-1.2770185044398383,18941.746301271964
32,0,-232.19469158026558,44.305758974379266,1.4045513913330125,-0.07495857324078792,-0.3342596019461237,-0.0023008681174935997,1.081198445384617,0.008650749362536311,0.5832050946525145,-0.336861240130345,0.041623974251288165,1.7360427491511405,-0.2908667378822542,-1.2747805438197475,18941.651006956894
32,0,-232.2023359066717,44.27242813938361,1.4043227306288375,-0.07490976855056763,-0.3342694530808385,-0.0023011634547993984,1.0811965843948683,0.00861016172607572,0.5712629395198163,-0.3455287148212993,0.04164413154383479,1.7360257524838512,-0.288903769836573,-1.2725353156917083,18941.55571264182
32,0,-232.20997537476637,44.239096299207134,1.4040940403320201,-0.07486096291961271,-0.334279297059015,-0.0023014587432807314,1.0811947234051196,0.008569553773182942,0.5596001064302065,-0.35446728467330496,0.0416654076901446,1.736008173108689,-0.28684065331761244,-1.2702832447975974,18941.460418326747
